transaction_id,timestamp,sender_id,receiver_id,amount,transaction_type,merchant_id,device_id,ip_id,location,channel,is_fraud,fraud_type,scenario_id
TX_00002796,1704208804.9136052,ACC_000106,ACC_000440,380.06,p2m,MERCH_00043,DEV_000319,IP_000122,domestic,qr_code,1,camouflage_mule,scenario_h
TX_00002797,1704209104.9136052,ACC_000106,ACC_000440,387.82,p2m,MERCH_00043,DEV_000046,IP_000030,domestic,qr_code,1,camouflage_mule,scenario_h
TX_00000575,1704209454.3791392,ACC_000195,ACC_000437,520.42,p2p,None,DEV_000264,IP_000203,domestic,upi_app,0,none,scenario_a
TX_00002831,1704209977.5027306,ACC_000250,ACC_000247,40000.0,p2p,None,DEV_000278,IP_000074,domestic,upi_app,1,camouflage_mule,scenario_h
TX_00001225,1704210077.8152862,ACC_000319,ACC_000186,437.94,p2m,MERCH_00041,DEV_000211,IP_000143,domestic,qr_code,0,none,scenario_b
TX_00002832,1704210277.5027306,ACC_000247,ACC_000135,364.35,p2m,MERCH_00028,DEV_000155,IP_000123,domestic,qr_code,1,camouflage_mule,scenario_h
TX_00002798,1704210304.9136052,ACC_000106,ACC_000423,38500.0,intermediary_transfer,None,DEV_000024,IP_000153,domestic,upi_app,1,camouflage_mule,scenario_h
TX_00000727,1704210415.7235692,ACC_000264,ACC_000480,3108.5,p2p,None,DEV_000107,IP_000264,domestic,web,0,none,scenario_a
TX_00002833,1704210577.5027306,ACC_000247,ACC_000135,296.18,p2m,MERCH_00028,DEV_000248,IP_000283,domestic,qr_code,1,camouflage_mule,scenario_h
TX_00000487,1704211512.934469,ACC_000428,ACC_000147,912.19,p2p,None,DEV_000237,IP_000060,domestic,qr_code,0,none,scenario_a
TX_00002834,1704211777.5027306,ACC_000247,ACC_000395,38500.0,intermediary_transfer,None,DEV_000260,IP_000013,domestic,upi_app,1,camouflage_mule,scenario_h
TX_00001335,1704214037.3684251,ACC_000434,ACC_000099,233.14,p2m,MERCH_00044,DEV_000015,IP_000132,domestic,qr_code,0,none,scenario_b
TX_00000510,1704214152.0106857,ACC_000039,ACC_000427,307.94,p2p,None,DEV_000153,IP_000153,domestic,web,0,none,scenario_a
TX_00000425,1704214211.579754,ACC_000050,ACC_000439,530.31,p2p,None,DEV_000276,IP_000243,domestic,web,0,none,scenario_a
TX_00000337,1704214229.367363,ACC_000153,ACC_000068,483.17,p2p,None,DEV_000133,IP_000165,domestic,upi_app,0,none,scenario_a
TX_00000453,1704214497.572409,ACC_000462,ACC_000395,639.27,p2p,None,DEV_000295,IP_000000,domestic,upi_app,0,none,scenario_a
TX_00000995,1704215400.089499,ACC_000169,ACC_000369,559.7,p2p,None,DEV_000333,IP_000158,domestic,web,0,none,scenario_a
TX_00000387,1704215541.80176,ACC_000008,ACC_000151,942.19,p2p,None,DEV_000294,IP_000020,domestic,qr_code,0,none,scenario_a
TX_00000050,1704217173.4545615,ACC_000006,ACC_000150,1011.66,p2p,None,DEV_000042,IP_000199,domestic,qr_code,0,none,scenario_a
TX_00001351,1704217607.4199748,ACC_000146,ACC_000099,108.95,p2m,MERCH_00044,DEV_000023,IP_000281,domestic,qr_code,0,none,scenario_b
TX_00000637,1704217623.0640094,ACC_000418,ACC_000471,748.88,p2p,None,DEV_000388,IP_000158,domestic,web,0,none,scenario_a
TX_00000116,1704219377.796774,ACC_000116,ACC_000448,239.46,p2p,None,DEV_000179,IP_000055,domestic,upi_app,0,none,scenario_a
TX_00000238,1704221259.2078927,ACC_000162,ACC_000219,823.36,p2p,None,DEV_000041,IP_000259,domestic,web,0,none,scenario_a
TX_00001823,1704221414.5957646,ACC_000262,ACC_000483,136.97,p2m,MERCH_00036,DEV_000240,IP_000238,domestic,qr_code,0,none,scenario_b
TX_00000800,1704221630.723074,ACC_000471,ACC_000125,302.38,p2p,None,DEV_000082,IP_000225,domestic,upi_app,0,none,scenario_a
TX_00000332,1704221865.5752645,ACC_000180,ACC_000119,346.04,p2p,None,DEV_000350,IP_000070,domestic,qr_code,0,none,scenario_a
TX_00000404,1704222325.5629683,ACC_000089,ACC_000241,520.63,p2p,None,DEV_000110,IP_000030,domestic,upi_app,0,none,scenario_a
TX_00002213,1704223459.7460988,ACC_000359,ACC_000094,24619.45,intermediary_transfer,None,DEV_000159,IP_000171,domestic,upi_app,1,basic_mule,scenario_d
TX_00002214,1704224754.4155016,ACC_000094,ACC_000474,23634.67,intermediary_transfer,None,DEV_000024,IP_000017,domestic,upi_app,1,basic_mule,scenario_d
TX_00002426,1704225554.0444834,ACC_000254,ACC_000268,11047.13,p2p,None,DEV_000183,IP_000025,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00002423,1704225802.6852045,ACC_000488,ACC_000268,10359.45,p2p,None,DEV_000101,IP_000191,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00002418,1704225925.219863,ACC_000085,ACC_000268,9258.32,p2p,None,DEV_000038,IP_000005,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00002420,1704226201.669644,ACC_000160,ACC_000268,4907.63,p2p,None,DEV_000377,IP_000251,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00001616,1704226226.4247875,ACC_000124,ACC_000085,66.98,p2m,MERCH_00007,DEV_000162,IP_000165,domestic,qr_code,0,none,scenario_b
TX_00002417,1704226570.5816472,ACC_000101,ACC_000268,13446.76,p2p,None,DEV_000097,IP_000173,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00002215,1704226613.3701167,ACC_000474,ACC_000314,22649.89,intermediary_transfer,None,DEV_000024,IP_000017,domestic,upi_app,1,basic_mule,scenario_d
TX_00001535,1704226677.734682,ACC_000243,ACC_000400,107.84,p2m,MERCH_00003,DEV_000367,IP_000103,domestic,qr_code,0,none,scenario_b
TX_00002421,1704226854.6830769,ACC_000161,ACC_000268,14758.25,p2p,None,DEV_000240,IP_000056,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00000089,1704226912.6947756,ACC_000389,ACC_000256,546.42,p2p,None,DEV_000098,IP_000171,domestic,upi_app,0,none,scenario_a
TX_00002419,1704227133.6357908,ACC_000498,ACC_000268,3738.94,p2p,None,DEV_000309,IP_000285,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00002422,1704227759.3703797,ACC_000013,ACC_000268,4827.8,p2p,None,DEV_000259,IP_000276,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00001747,1704227854.67943,ACC_000234,ACC_000425,174.6,p2m,MERCH_00017,DEV_000217,IP_000107,domestic,qr_code,0,none,scenario_b
TX_00002424,1704227902.0733378,ACC_000170,ACC_000268,5848.86,p2p,None,DEV_000209,IP_000199,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00002216,1704228996.966043,ACC_000314,ACC_000101,21665.11,atm_cashout,None,DEV_000024,IP_000017,domestic,upi_app,1,basic_mule,scenario_d
TX_00002425,1704229001.904134,ACC_000479,ACC_000268,13177.71,p2p,None,DEV_000299,IP_000261,domestic,upi_app,1,fan_in_mule,scenario_e
TX_00001750,1704229252.7458498,ACC_000479,ACC_000425,88.71,p2m,MERCH_00017,DEV_000359,IP_000105,domestic,qr_code,0,none,scenario_b
TX_00001271,1704231874.774401,ACC_000304,ACC_000035,42.9,p2m,MERCH_00005,DEV_000029,IP_000287,domestic,qr_code,0,none,scenario_b
TX_00000754,1704237225.2853792,ACC_000170,ACC_000493,2205.56,p2p,None,DEV_000133,IP_000192,domestic,upi_app,0,none,scenario_a
TX_00001171,1704238068.2403286,ACC_000393,ACC_000009,154.93,p2m,MERCH_00019,DEV_000312,IP_000192,domestic,qr_code,0,none,scenario_b
TX_00001645,1704238830.1084294,ACC_000183,ACC_000269,36.87,p2m,MERCH_00021,DEV_000190,IP_000221,domestic,qr_code,0,none,scenario_b
TX_00001463,1704239537.117809,ACC_000350,ACC_000286,2043.71,merchant_settlement,MERCH_00009,DEV_000334,IP_000006,domestic,web,0,none,scenario_b
TX_00001453,1704259059.0816202,ACC_000223,ACC_000350,108.08,p2m,MERCH_00009,DEV_000289,IP_000130,domestic,qr_code,0,none,scenario_b
TX_00001794,1704259393.191848,ACC_000417,ACC_000483,128.21,p2m,MERCH_00036,DEV_000284,IP_000265,domestic,qr_code,0,none,scenario_b
TX_00001369,1704262117.2908275,ACC_000106,ACC_000377,143.03,p2m,MERCH_00037,DEV_000317,IP_000239,domestic,qr_code,0,none,scenario_b
TX_00001789,1704263271.2275064,ACC_000037,ACC_000483,112.36,p2m,MERCH_00036,DEV_000075,IP_000016,domestic,qr_code,0,none,scenario_b
TX_00000597,1704263284.2704086,ACC_000295,ACC_000068,512.19,p2p,None,DEV_000322,IP_000095,domestic,upi_app,0,none,scenario_a
TX_00001294,1704264325.6456437,ACC_000295,ACC_000035,62.81,p2m,MERCH_00005,DEV_000105,IP_000257,domestic,qr_code,0,none,scenario_b
TX_00000716,1704264403.0286996,ACC_000256,ACC_000389,442.97,p2p,None,DEV_000167,IP_000060,domestic,web,0,none,scenario_a
TX_00000008,1704264689.945311,ACC_000219,ACC_000334,1443.21,p2p,None,DEV_000223,IP_000238,domestic,upi_app,0,none,scenario_a
TX_00001321,1704265463.2081704,ACC_000374,ACC_000099,130.05,p2m,MERCH_00044,DEV_000294,IP_000073,domestic,qr_code,0,none,scenario_b
TX_00001735,1704265954.1795423,ACC_000262,ACC_000425,132.78,p2m,MERCH_00017,DEV_000148,IP_000230,domestic,qr_code,0,none,scenario_b
TX_00001314,1704266701.4924288,ACC_000399,ACC_000099,178.93,p2m,MERCH_00044,DEV_000397,IP_000191,domestic,qr_code,0,none,scenario_b
TX_00000519,1704270586.3903575,ACC_000372,ACC_000101,348.31,p2p,None,DEV_000074,IP_000024,domestic,qr_code,0,none,scenario_a
TX_00001625,1704270763.4469082,ACC_000085,ACC_000095,2019.31,merchant_settlement,MERCH_00007,DEV_000273,IP_000283,domestic,web,0,none,scenario_b
TX_00000162,1704271328.4649856,ACC_000051,ACC_000461,403.88,p2p,None,DEV_000010,IP_000100,domestic,qr_code,0,none,scenario_a
TX_00000708,1704272111.1545196,ACC_000340,ACC_000253,382.33,p2p,None,DEV_000303,IP_000114,domestic,upi_app,0,none,scenario_a
TX_00001114,1704272310.220984,ACC_000014,ACC_000135,133.83,p2m,MERCH_00028,DEV_000330,IP_000108,domestic,qr_code,0,none,scenario_b
TX_00001188,1704273343.5808303,ACC_000280,ACC_000009,114.65,p2m,MERCH_00019,DEV_000374,IP_000121,domestic,qr_code,0,none,scenario_b
TX_00001873,1704274348.3837185,ACC_000363,ACC_000029,137.48,p2m,MERCH_00042,DEV_000170,IP_000105,domestic,qr_code,0,none,scenario_b
TX_00002585,1704275382.5020208,ACC_000000,ACC_000106,4447.62,intermediary_transfer,None,DEV_000036,IP_000016,domestic,upi_app,1,fan_out_mule,scenario_f
TX_00002586,1704275404.2601724,ACC_000000,ACC_000481,3062.19,intermediary_transfer,None,DEV_000036,IP_000016,domestic,upi_app,1,fan_out_mule,scenario_f
TX_00000386,1704275419.951704,ACC_000269,ACC_000049,516.65,p2p,None,DEV_000310,IP_000011,domestic,web,0,none,scenario_a
TX_00002583,1704275701.6219933,ACC_000000,ACC_000183,2979.87,intermediary_transfer,None,DEV_000036,IP_000016,domestic,upi_app,1,fan_out_mule,scenario_f
TX_00002577,1704275731.3024228,ACC_000000,ACC_000368,7615.83,intermediary_transfer,None,DEV_000036,IP_000016,domestic,upi_app,1,fan_out_mule,scenario_f
TX_00002581,1704275793.9182262,ACC_000000,ACC_000351,6928.34,intermediary_transfer,None,DEV_000036,IP_000016,domestic,upi_app,1,fan_out_mule,scenario_f
TX_00002578,1704275819.8429341,ACC_000000,ACC_000021,3977.16,intermediary_transfer,None,DEV_000036,IP_000016,domestic,upi_app,1,fan_out_mule,scenario_f
